Date,HIGH,LOW,OPEN,CLOSE,COUNT
2020-05-05 16:52:00,2891.14,2890.49,2890.49,2891.14,60.0
2020-05-05 16:53:00,2891.53,2891.18,2891.18,2891.31,60.0
2020-05-05 16:54:00,2892.5,2891.35,2891.35,2892.44,60.0
2020-05-05 16:55:00,2892.49,2891.76,2892.44,2891.9,60.0
2020-05-05 16:56:00,2891.93,2891.3,2891.9,2891.3,60.0
2020-05-05 16:57:00,2891.28,2890.38,2891.26,2890.42,60.0
2020-05-05 16:58:00,2890.48,2890.15,2890.42,2890.17,60.0
2020-05-05 16:59:00,2890.17,2889.46,2890.17,2889.54,60.0
2020-05-05 17:00:00,2890.08,2889.61,2889.61,2889.91,60.0
2020-05-05 17:01:00,2890.9,2889.83,2889.93,2890.84,60.0
2020-05-05 17:02:00,2891.64,2890.86,2890.86,2891.22,60.0
2020-05-05 17:03:00,2891.54,2890.82,2891.23,2890.87,60.0
2020-05-05 17:04:00,2890.88,2890.2,2890.88,2890.2,60.0
2020-05-05 17:05:00,2890.06,2888.5,2890.06,2888.58,60.0
2020-05-05 17:06:00,2888.72,2886.94,2888.56,2886.94,60.0
2020-05-05 17:07:00,2887.22,2886.7,2886.93,2886.98,60.0
2020-05-05 17:08:00,2887.87,2886.91,2887.02,2887.65,60.0
2020-05-05 17:09:00,2888.15,2887.53,2887.65,2888.01,60.0
2020-05-05 17:10:00,2888.07,2887.9,2887.98,2888.0,60.0
2020-05-05 17:11:00,2888.87,2887.98,2887.98,2888.87,60.0
2020-05-05 17:12:00,2888.9,2888.08,2888.86,2888.08,60.0
2020-05-05 17:13:00,2887.95,2886.11,2887.95,2886.57,60.0
2020-05-05 17:14:00,2888.1,2886.76,2886.76,2888.0,60.0
2020-05-05 17:15:00,2889.04,2888.04,2888.04,2888.21,60.0
2020-05-05 17:16:00,2888.5,2888.0,2888.21,2888.5,60.0
2020-05-05 17:17:00,2889.11,2888.38,2888.53,2888.38,60.0
2020-05-05 17:18:00,2889.71,2888.55,2888.55,2889.71,60.0
2020-05-05 17:19:00,2889.7,2889.24,2889.7,2889.28,60.0
2020-05-05 17:20:00,2889.27,2888.81,2889.27,2888.81,60.0
2020-05-05 17:21:00,2888.79,2886.88,2888.79,2887.17,60.0
2020-05-05 17:22:00,2887.87,2886.78,2887.16,2887.18,60.0
2020-05-05 17:23:00,2888.33,2887.13,2887.21,2888.22,60.0
2020-05-05 17:24:00,2888.16,2887.4,2888.16,2887.43,60.0
2020-05-05 17:25:00,2887.71,2886.62,2887.44,2887.28,60.0
2020-05-05 17:26:00,2889.26,2887.4,2887.4,2889.12,60.0
2020-05-05 17:27:00,2889.11,2888.38,2889.1,2888.4,60.0
2020-05-05 17:28:00,2890.17,2888.41,2888.48,2890.04,60.0
2020-05-05 17:29:00,2891.21,2890.02,2890.12,2890.97,60.0
2020-05-05 17:30:00,2890.98,2890.0,2890.98,2890.59,60.0
2020-05-05 17:31:00,2891.83,2890.63,2890.63,2891.63,60.0
2020-05-05 17:32:00,2892.13,2891.47,2891.73,2892.13,60.0
2020-05-05 17:33:00,2892.11,2891.39,2892.11,2891.39,60.0
2020-05-05 17:34:00,2891.9,2891.14,2891.33,2891.79,60.0
2020-05-05 17:35:00,2892.47,2891.75,2891.77,2892.39,60.0
2020-05-05 17:36:00,2892.48,2892.17,2892.41,2892.23,60.0
2020-05-05 17:37:00,2892.49,2892.2,2892.22,2892.35,60.0
2020-05-05 17:38:00,2892.63,2892.23,2892.33,2892.5,60.0
2020-05-05 17:39:00,2892.51,2891.51,2892.51,2891.58,60.0
2020-05-05 17:40:00,2891.69,2891.44,2891.59,2891.56,60.0
2020-05-05 17:41:00,2891.92,2890.89,2891.56,2890.9,60.0
2020-05-05 17:42:00,2891.75,2890.86,2890.89,2891.63,60.0
2020-05-05 17:43:00,2892.78,2891.71,2891.71,2892.39,60.0
2020-05-05 17:44:00,2892.42,2891.48,2892.42,2891.77,60.0
2020-05-05 17:45:00,2892.11,2891.32,2891.74,2892.08,60.0
2020-05-05 17:46:00,2892.15,2891.63,2892.09,2892.05,60.0
2020-05-05 17:47:00,2892.66,2892.07,2892.07,2892.66,60.0
2020-05-05 17:48:00,2893.16,2892.7,2892.7,2893.01,60.0
2020-05-05 17:49:00,2893.21,2892.76,2893.04,2892.96,60.0
2020-05-05 17:50:00,2893.75,2892.99,2892.99,2893.43,60.0
2020-05-05 17:51:00,2893.52,2892.7,2893.45,2892.85,60.0
2020-05-05 17:52:00,2893.25,2892.64,2892.86,2892.92,60.0
2020-05-05 17:53:00,2893.98,2892.93,2892.93,2893.84,60.0
2020-05-05 17:54:00,2894.3,2893.77,2893.85,2894.26,60.0
2020-05-05 17:55:00,2894.54,2893.91,2894.26,2894.34,60.0
2020-05-05 17:56:00,2894.65,2894.16,2894.34,2894.37,60.0
2020-05-05 17:57:00,2894.91,2894.27,2894.39,2894.74,60.0
2020-05-05 17:58:00,2894.84,2894.0,2894.81,2894.01,60.0
2020-05-05 17:59:00,2894.03,2892.95,2894.02,2893.27,60.0
2020-05-05 18:00:00,2893.44,2892.82,2893.35,2893.1,60.0
2020-05-05 18:01:00,2893.4,2892.37,2893.26,2892.42,60.0
2020-05-05 18:02:00,2892.47,2892.09,2892.36,2892.23,60.0
2020-05-05 18:03:00,2892.49,2891.52,2892.27,2892.48,60.0
2020-05-05 18:04:00,2893.47,2892.23,2892.45,2893.47,60.0
2020-05-05 18:05:00,2893.57,2893.07,2893.52,2893.14,60.0
2020-05-05 18:06:00,2894.05,2892.72,2893.17,2894.05,60.0
2020-05-05 18:07:00,2894.57,2893.76,2894.07,2893.83,60.0
2020-05-05 18:08:00,2893.82,2893.26,2893.81,2893.28,60.0
2020-05-05 18:09:00,2894.02,2893.3,2893.33,2894.0,60.0
2020-05-05 18:10:00,2894.22,2893.71,2893.99,2893.79,60.0
2020-05-05 18:11:00,2893.82,2892.95,2893.79,2893.82,60.0
2020-05-05 18:12:00,2893.8,2893.23,2893.8,2893.56,60.0
2020-05-05 18:13:00,2895.36,2893.59,2893.59,2895.33,60.0
2020-05-05 18:14:00,2896.11,2895.15,2895.26,2896.09,60.0
2020-05-05 18:15:00,2897.14,2895.89,2896.05,2897.11,60.0
2020-05-05 18:16:00,2897.1,2895.48,2897.1,2895.81,60.0
2020-05-05 18:17:00,2896.13,2895.51,2895.81,2896.13,60.0
2020-05-05 18:18:00,2896.49,2896.08,2896.17,2896.31,60.0
2020-05-05 18:19:00,2896.53,2896.06,2896.39,2896.1,60.0
2020-05-05 18:20:00,2896.68,2896.07,2896.09,2896.38,60.0
2020-05-05 18:21:00,2897.01,2896.35,2896.36,2896.47,60.0
2020-05-05 18:22:00,2896.45,2895.56,2896.45,2895.62,60.0
2020-05-05 18:23:00,2895.73,2895.27,2895.64,2895.45,60.0
2020-05-05 18:24:00,2895.85,2895.32,2895.46,2895.81,60.0
2020-05-05 18:25:00,2896.26,2895.76,2895.81,2896.03,60.0
2020-05-05 18:26:00,2896.81,2896.06,2896.08,2896.75,60.0
2020-05-05 18:27:00,2896.82,2896.2,2896.79,2896.48,60.0
2020-05-05 18:28:00,2896.5,2896.21,2896.48,2896.45,60.0
2020-05-05 18:29:00,2896.75,2896.42,2896.46,2896.68,60.0
2020-05-05 18:30:00,2896.75,2896.19,2896.68,2896.19,60.0
2020-05-05 18:31:00,2896.29,2895.46,2896.2,2895.55,60.0
2020-05-05 18:32:00,2897.03,2895.34,2895.56,2897.01,60.0
2020-05-05 18:33:00,2897.0,2895.94,2897.0,2895.94,60.0
2020-05-05 18:34:00,2895.86,2893.69,2895.86,2893.69,60.0
2020-05-05 18:35:00,2893.63,2892.16,2893.63,2892.66,60.0
2020-05-05 18:36:00,2893.9,2892.71,2892.71,2893.63,60.0
2020-05-05 18:37:00,2893.83,2892.55,2893.69,2892.7,60.0
2020-05-05 18:38:00,2892.77,2892.33,2892.7,2892.47,60.0
2020-05-05 18:39:00,2892.82,2892.36,2892.49,2892.57,60.0
2020-05-05 18:40:00,2892.72,2891.6,2892.58,2891.6,60.0
2020-05-05 18:41:00,2891.58,2890.57,2891.58,2890.61,60.0
2020-05-05 18:42:00,2892.08,2890.63,2890.63,2892.08,60.0
2020-05-05 18:43:00,2892.86,2892.08,2892.08,2892.71,60.0
2020-05-05 18:44:00,2892.73,2891.76,2892.73,2891.94,60.0
2020-05-05 18:45:00,2892.61,2891.88,2891.92,2892.51,60.0
2020-05-05 18:46:00,2892.54,2892.18,2892.54,2892.18,60.0
2020-05-05 18:47:00,2892.32,2891.33,2892.14,2892.32,60.0
2020-05-05 18:48:00,2893.95,2892.37,2892.37,2893.15,60.0
2020-05-05 18:49:00,2893.42,2893.11,2893.21,2893.26,60.0
2020-05-05 18:50:00,2893.77,2893.06,2893.29,2893.77,60.0
2020-05-05 18:51:00,2895.23,2893.79,2893.8,2895.17,60.0
2020-05-05 18:52:00,2895.16,2894.86,2895.16,2895.03,60.0
2020-05-05 18:53:00,2895.22,2894.86,2895.04,2895.11,60.0
2020-05-05 18:54:00,2895.27,2895.06,2895.13,2895.11,60.0
2020-05-05 18:55:00,2895.39,2894.49,2895.14,2895.29,60.0
2020-05-05 18:56:00,2895.7,2894.98,2895.22,2895.68,60.0
2020-05-05 18:57:00,2896.23,2895.52,2895.69,2896.23,60.0
2020-05-05 18:58:00,2896.4,2895.82,2896.2,2896.4,60.0
2020-05-05 18:59:00,2896.52,2896.14,2896.42,2896.32,60.0
2020-05-05 19:00:00,2897.91,2896.33,2896.33,2897.79,60.0
2020-05-05 19:01:00,2897.84,2895.91,2897.84,2896.62,60.0
2020-05-05 19:02:00,2896.85,2896.32,2896.47,2896.47,60.0
2020-05-05 19:03:00,2896.69,2895.26,2896.47,2895.7,60.0
2020-05-05 19:04:00,2896.09,2895.71,2895.72,2895.88,60.0
2020-05-05 19:05:00,2896.44,2895.91,2895.91,2896.25,60.0
2020-05-05 19:06:00,2897.06,2896.01,2896.22,2896.01,60.0
2020-05-05 19:07:00,2896.15,2895.47,2896.02,2896.15,60.0
2020-05-05 19:08:00,2896.26,2894.84,2896.2,2895.5,60.0
2020-05-05 19:09:00,2895.71,2895.1,2895.55,2895.36,60.0
2020-05-05 19:10:00,2896.26,2895.39,2895.39,2896.2,60.0
2020-05-05 19:11:00,2896.24,2895.3,2896.22,2895.34,60.0
2020-05-05 19:12:00,2896.09,2895.33,2895.33,2895.62,60.0
2020-05-05 19:13:00,2896.03,2895.53,2895.66,2896.03,60.0
2020-05-05 19:14:00,2896.63,2896.04,2896.04,2896.53,60.0
2020-05-05 19:15:00,2896.62,2895.84,2896.55,2895.88,60.0
2020-05-05 19:16:00,2895.9,2893.01,2895.89,2893.35,60.0
2020-05-05 19:17:00,2893.32,2890.32,2893.27,2890.54,60.0
2020-05-05 19:18:00,2890.6,2887.08,2890.53,2887.11,60.0
2020-05-05 19:19:00,2887.38,2885.38,2887.13,2886.54,60.0
2020-05-05 19:20:00,2886.3,2884.05,2886.24,2884.1,60.0
2020-05-05 19:21:00,2886.08,2884.0,2884.18,2885.64,60.0
2020-05-05 19:22:00,2885.48,2882.0,2885.48,2882.52,60.0
2020-05-05 19:23:00,2884.39,2882.47,2882.55,2884.14,60.0
2020-05-05 19:24:00,2885.32,2884.12,2884.15,2884.89,60.0
2020-05-05 19:25:00,2885.54,2884.29,2884.78,2885.51,60.0
2020-05-05 19:26:00,2887.2,2884.92,2885.5,2887.14,60.0
2020-05-05 19:27:00,2887.51,2885.48,2887.23,2885.48,60.0
2020-05-05 19:28:00,2885.46,2882.06,2885.46,2882.51,60.0
2020-05-05 19:29:00,2881.46,2875.48,2881.46,2877.87,60.0
2020-05-05 19:30:00,2878.42,2876.9,2877.85,2877.64,60.0
2020-05-05 19:31:00,2877.6,2874.12,2877.6,2876.96,60.0
2020-05-05 19:32:00,2879.65,2876.96,2876.96,2878.35,60.0
2020-05-05 19:33:00,2878.37,2876.51,2878.37,2876.51,60.0
2020-05-05 19:34:00,2876.76,2873.4,2876.53,2873.5,60.0
2020-05-05 19:35:00,2874.9,2872.15,2873.64,2873.52,60.0
2020-05-05 19:36:00,2873.48,2869.66,2873.48,2871.62,60.0
2020-05-05 19:37:00,2873.56,2870.51,2871.41,2873.38,60.0
2020-05-05 19:38:00,2873.34,2864.82,2873.34,2865.1,60.0
2020-05-05 19:39:00,2866.64,2864.77,2864.99,2866.64,60.0
2020-05-05 19:40:00,2867.96,2866.53,2866.57,2867.44,60.0
2020-05-05 19:41:00,2869.17,2865.73,2867.42,2868.53,60.0
2020-05-05 19:42:00,2868.74,2866.54,2868.69,2868.09,60.0
2020-05-05 19:43:00,2868.06,2863.55,2868.06,2864.85,60.0
2020-05-05 19:44:00,2868.68,2864.89,2864.89,2868.68,60.0
2020-05-05 19:45:00,2871.82,2868.75,2868.75,2871.82,60.0
2020-05-05 19:46:00,2871.68,2869.59,2871.68,2870.62,60.0
2020-05-05 19:47:00,2870.67,2866.26,2870.67,2867.68,60.0
2020-05-05 19:48:00,2869.4,2867.92,2868.6,2869.04,60.0
2020-05-05 19:49:00,2870.0,2868.9,2869.12,2869.35,60.0
2020-05-05 19:50:00,2869.99,2868.11,2869.36,2869.99,60.0
2020-05-05 19:51:00,2874.3,2870.06,2870.06,2874.04,60.0
2020-05-05 19:52:00,2876.75,2873.66,2873.97,2876.69,60.0
2020-05-05 19:53:00,2878.34,2876.59,2876.88,2878.16,60.0
2020-05-05 19:54:00,2878.26,2876.05,2878.19,2876.2,60.0
2020-05-05 19:55:00,2877.35,2875.62,2876.19,2876.05,60.0
2020-05-05 19:56:00,2875.98,2871.36,2875.98,2872.2,60.0
2020-05-05 19:57:00,2872.45,2868.99,2872.15,2869.06,60.0
2020-05-05 19:58:00,2869.7,2868.4,2869.1,2868.64,60.0
2020-05-05 19:59:00,2869.33,2866.78,2868.64,2869.25,60.0
2020-05-05 20:00:00,2872.67,2868.29,2869.2,2868.29,60.0
