Date,HIGH,LOW,OPEN,CLOSE,COUNT,VOLUME
2020-05-05 16:38:00,299.14,299.01,299.015,299.07,591.0,58381.0
2020-05-05 16:39:00,299.129,298.98,299.0699,298.9801,492.0,39497.0
2020-05-05 16:40:00,299.04,298.9,298.9827,299.0253,380.0,30225.0
2020-05-05 16:41:00,299.03,298.77,299.02,298.852,630.0,59574.0
2020-05-05 16:42:00,298.9199,298.82,298.86,298.82,420.0,38774.0
2020-05-05 16:43:00,298.8382,298.7,298.8206,298.7779,570.0,55365.0
2020-05-05 16:44:00,298.82,298.53,298.7896,298.6293,692.0,59641.0
2020-05-05 16:45:00,298.86,298.6062,298.64,298.82,573.0,56533.0
2020-05-05 16:46:00,299.0,298.7744,298.82,298.99,650.0,56696.0
2020-05-05 16:47:00,299.03,298.9,298.9818,299.0,571.0,58601.0
2020-05-05 16:48:00,299.14,298.8341,299.01,299.13,585.0,56717.0
2020-05-05 16:49:00,299.16,298.8854,299.12,299.12,579.0,52640.0
2020-05-05 16:50:00,299.2399,299.04,299.11,299.07,748.0,72388.0
2020-05-05 16:51:00,299.1,298.93,299.075,299.02,577.0,57319.0
2020-05-05 16:52:00,299.19,299.02,299.02,299.13,467.0,47047.0
2020-05-05 16:53:00,299.28,299.12,299.14,299.26,602.0,69291.0
2020-05-05 16:54:00,299.5,299.1139,299.257,299.47,968.0,111641.0
2020-05-05 16:55:00,299.5,299.4,299.475,299.44,543.0,51964.0
2020-05-05 16:56:00,299.45,299.2853,299.44,299.3913,566.0,55243.0
2020-05-05 16:57:00,299.44,299.33,299.39,299.35,444.0,39077.0
2020-05-05 16:58:00,299.3682,299.26,299.35,299.3,471.0,38735.0
2020-05-05 16:59:00,299.3899,299.21,299.295,299.3747,477.0,36217.0
2020-05-05 17:00:00,299.39,299.2821,299.37,299.32,407.0,31441.0
2020-05-05 17:01:00,299.47,299.29,299.31,299.45,461.0,37479.0
2020-05-05 17:02:00,299.5,299.33,299.47,299.3509,465.0,33448.0
2020-05-05 17:03:00,299.47,299.3542,299.36,299.3652,370.0,30858.0
2020-05-05 17:04:00,299.3882,299.0501,299.38,299.07,687.0,58219.0
2020-05-05 17:05:00,299.3266,298.8,299.3266,298.925,908.0,82752.0
2020-05-05 17:06:00,298.98,298.65,298.925,298.73,712.0,64128.0
2020-05-05 17:07:00,299.02,298.7618,298.77,299.015,619.0,48522.0
2020-05-05 17:08:00,299.07,298.9265,299.0166,299.0301,492.0,37995.0
2020-05-05 17:09:00,299.08,298.9339,299.0399,299.02,602.0,60197.0
2020-05-05 17:10:00,299.14,298.9195,299.03,299.11,454.0,38905.0
2020-05-05 17:11:00,299.3195,299.1041,299.12,299.25,579.0,59460.0
2020-05-05 17:12:00,299.25,299.09,299.25,299.0929,417.0,30591.0
2020-05-05 17:13:00,299.12,298.91,299.0801,299.08,648.0,53146.0
2020-05-05 17:14:00,299.29,299.07,299.0702,299.2507,515.0,44520.0
2020-05-05 17:15:00,299.39,299.21,299.266,299.245,517.0,42669.0
2020-05-05 17:16:00,299.37,299.17,299.24,299.3313,542.0,49228.0
2020-05-05 17:17:00,299.44,299.26,299.34,299.33,512.0,48800.0
2020-05-05 17:18:00,299.42,299.31,299.3218,299.4,433.0,40535.0
2020-05-05 17:19:00,299.48,299.36,299.41,299.4404,474.0,50696.0
2020-05-05 17:20:00,299.48,299.33,299.4301,299.4173,459.0,55635.0
2020-05-05 17:21:00,299.4394,299.21,299.4191,299.2755,736.0,70144.0
2020-05-05 17:22:00,299.41,299.19,299.26,299.366,603.0,53484.0
2020-05-05 17:23:00,299.57,299.34,299.37,299.485,750.0,69759.0
2020-05-05 17:24:00,299.5,299.3966,299.49,299.4618,317.0,24005.0
2020-05-05 17:25:00,299.55,299.4,299.47,299.55,577.0,62140.0
2020-05-05 17:26:00,299.7799,299.5,299.55,299.689,1247.0,195851.0
2020-05-05 17:27:00,299.7,299.51,299.67,299.58,550.0,67716.0
2020-05-05 17:28:00,299.77,299.5401,299.5744,299.69,631.0,63944.0
2020-05-05 17:29:00,299.87,299.6642,299.738,299.84,898.0,102516.0
2020-05-05 17:30:00,299.84,299.64,299.84,299.74,584.0,60696.0
2020-05-05 17:31:00,299.84,299.72,299.7462,299.78,632.0,53964.0
2020-05-05 17:32:00,299.85,299.75,299.755,299.84,377.0,36954.0
2020-05-05 17:33:00,299.84,299.635,299.83,299.635,558.0,56681.0
2020-05-05 17:34:00,299.77,299.62,299.64,299.7178,494.0,39709.0
2020-05-05 17:35:00,299.78,299.685,299.725,299.72,386.0,29090.0
2020-05-05 17:36:00,299.79,299.56,299.73,299.65,607.0,57575.0
2020-05-05 17:37:00,299.7,299.57,299.64,299.61,415.0,29872.0
2020-05-05 17:38:00,299.6632,299.52,299.6,299.5609,419.0,29010.0
2020-05-05 17:39:00,299.57,299.43,299.5682,299.4791,543.0,43349.0
2020-05-05 17:40:00,299.4819,299.29,299.4601,299.4242,461.0,42678.0
2020-05-05 17:41:00,299.55,299.353,299.425,299.38,485.0,43951.0
2020-05-05 17:42:00,299.59,299.37,299.38,299.55,463.0,39003.0
2020-05-05 17:43:00,299.75,299.4827,299.57,299.6547,513.0,42818.0
2020-05-05 17:44:00,299.68,299.57,299.65,299.65,360.0,41054.0
2020-05-05 17:45:00,299.77,299.61,299.64,299.74,522.0,46260.0
2020-05-05 17:46:00,299.76,299.66,299.7585,299.75,350.0,36231.0
2020-05-05 17:47:00,299.95,299.75,299.76,299.9,1038.0,114573.0
2020-05-05 17:48:00,299.96,299.7707,299.8918,299.9301,798.0,83540.0
2020-05-05 17:49:00,299.985,299.85,299.94,299.97,769.0,85049.0
2020-05-05 17:50:00,300.0,299.9,299.97,299.928,2020.0,135247.0
2020-05-05 17:51:00,299.98,299.77,299.93,299.895,841.0,99224.0
2020-05-05 17:52:00,299.9,299.78,299.9,299.85,459.0,41855.0
2020-05-05 17:53:00,299.9,299.77,299.83,299.9,449.0,33783.0
2020-05-05 17:54:00,299.91,299.84,299.8938,299.89,436.0,44005.0
2020-05-05 17:55:00,299.9037,299.77,299.89,299.785,435.0,34037.0
2020-05-05 17:56:00,299.81,299.59,299.7786,299.72,598.0,48014.0
2020-05-05 17:57:00,299.9,299.72,299.73,299.81,407.0,39459.0
2020-05-05 17:58:00,299.8499,299.78,299.81,299.8072,363.0,26095.0
2020-05-05 17:59:00,299.83,299.65,299.8182,299.775,481.0,41739.0
2020-05-05 18:00:00,299.78,299.63,299.775,299.73,738.0,100075.0
2020-05-05 18:01:00,299.74,299.57,299.73,299.6492,562.0,49446.0
2020-05-05 18:02:00,299.75,299.61,299.642,299.64,453.0,43163.0
2020-05-05 18:03:00,299.6887,299.5,299.63,299.5428,490.0,57759.0
2020-05-05 18:04:00,299.69,299.53,299.5506,299.68,382.0,38131.0
2020-05-05 18:05:00,299.7,299.6141,299.6693,299.6558,383.0,36071.0
2020-05-05 18:06:00,299.86,299.58,299.64,299.85,455.0,44417.0
2020-05-05 18:07:00,299.94,299.82,299.86,299.89,602.0,55151.0
2020-05-05 18:08:00,299.94,299.6895,299.87,299.9199,434.0,46647.0
2020-05-05 18:09:00,299.95,299.87,299.9199,299.8935,495.0,35006.0
2020-05-05 18:10:00,299.97,299.89,299.91,299.9501,427.0,37050.0
2020-05-05 18:11:00,299.97,299.8,299.955,299.96,602.0,51425.0
2020-05-05 18:12:00,299.99,299.88,299.96,299.9799,574.0,57326.0
2020-05-05 18:13:00,300.0,299.92,299.9724,299.948,2204.0,198481.0
2020-05-05 18:14:00,299.99,299.85,299.94,299.9535,766.0,85625.0
2020-05-05 18:15:00,300.26,299.92,299.9401,300.09,5519.0,521315.0
2020-05-05 18:16:00,300.13,299.85,300.04,300.0621,1286.0,159006.0
2020-05-05 18:17:00,300.19,300.01,300.0415,300.16,797.0,101310.0
2020-05-05 18:18:00,300.39,300.15,300.17,300.38,1150.0,143569.0
2020-05-05 18:19:00,300.39,300.16,300.36,300.2,935.0,104198.0
2020-05-05 18:20:00,300.2999,300.09,300.2175,300.19,780.0,97980.0
2020-05-05 18:21:00,300.29,300.11,300.1882,300.15,629.0,68925.0
2020-05-05 18:22:00,300.17,300.07,300.135,300.1308,649.0,62203.0
2020-05-05 18:23:00,300.22,300.06,300.135,300.21,580.0,64849.0
2020-05-05 18:24:00,300.27,300.12,300.21,300.2602,486.0,73494.0
2020-05-05 18:25:00,300.47,300.26,300.2666,300.42,870.0,81914.0
2020-05-05 18:26:00,300.61,300.3,300.437,300.61,1118.0,113679.0
2020-05-05 18:27:00,300.62,300.3426,300.605,300.5418,610.0,59398.0
2020-05-05 18:28:00,300.55,300.385,300.545,300.4906,491.0,32701.0
2020-05-05 18:29:00,300.59,300.46,300.5118,300.49,600.0,48874.0
2020-05-05 18:30:00,300.67,300.475,300.495,300.67,581.0,59711.0
2020-05-05 18:31:00,300.67,300.52,300.6602,300.6181,573.0,60010.0
2020-05-05 18:32:00,300.7,300.57,300.61,300.69,658.0,62620.0
2020-05-05 18:33:00,300.73,300.58,300.6944,300.61,500.0,39881.0
2020-05-05 18:34:00,300.63,300.44,300.6,300.4405,604.0,53306.0
2020-05-05 18:35:00,300.46,300.06,300.44,300.19,1182.0,120121.0
2020-05-05 18:36:00,300.46,300.15,300.194,300.4,917.0,104541.0
2020-05-05 18:37:00,300.45,300.24,300.41,300.2616,590.0,48979.0
2020-05-05 18:38:00,300.329,300.15,300.29,300.2725,614.0,67443.0
2020-05-05 18:39:00,300.3032,300.2,300.275,300.21,439.0,40102.0
2020-05-05 18:40:00,300.27,300.14,300.2035,300.2699,445.0,46073.0
2020-05-05 18:41:00,300.2732,300.08,300.25,300.1799,595.0,48628.0
2020-05-05 18:42:00,300.3797,300.1601,300.17,300.3401,838.0,81732.0
2020-05-05 18:43:00,300.49,300.3599,300.3599,300.4498,557.0,57917.0
2020-05-05 18:44:00,300.4599,300.31,300.44,300.3875,483.0,45459.0
2020-05-05 18:45:00,300.47,300.33,300.385,300.4294,447.0,37534.0
2020-05-05 18:46:00,300.43,300.3,300.42,300.3383,459.0,44746.0
2020-05-05 18:47:00,300.425,300.19,300.33,300.42,487.0,51560.0
2020-05-05 18:48:00,300.64,300.41,300.425,300.57,1016.0,105626.0
2020-05-05 18:49:00,300.61,300.49,300.5709,300.56,447.0,63364.0
2020-05-05 18:50:00,300.69,300.52,300.5418,300.675,553.0,68590.0
2020-05-05 18:51:00,300.75,300.62,300.67,300.73,699.0,76913.0
2020-05-05 18:52:00,300.75,300.67,300.73,300.74,551.0,56631.0
2020-05-05 18:53:00,300.85,300.73,300.75,300.825,783.0,95367.0
2020-05-05 18:54:00,300.9,300.78,300.83,300.7901,834.0,97916.0
2020-05-05 18:55:00,300.91,300.75,300.79,300.875,565.0,51360.0
2020-05-05 18:56:00,300.91,300.77,300.8704,300.8201,636.0,62130.0
2020-05-05 18:57:00,300.89,300.8,300.8199,300.8703,497.0,47844.0
2020-05-05 18:58:00,300.94,300.83,300.865,300.9221,719.0,75483.0
2020-05-05 18:59:00,300.95,300.83,300.93,300.9018,621.0,57390.0
2020-05-05 19:00:00,300.99,300.87,300.91,300.94,664.0,50952.0
2020-05-05 19:01:00,300.94,300.7,300.94,300.7,917.0,88059.0
2020-05-05 19:02:00,300.867,300.69,300.7099,300.79,634.0,60998.0
2020-05-05 19:03:00,300.84,300.65,300.7899,300.72,733.0,75349.0
2020-05-05 19:04:00,300.83,300.64,300.7031,300.8201,632.0,56220.0
2020-05-05 19:05:00,300.88,300.77,300.83,300.87,522.0,51194.0
2020-05-05 19:06:00,301.0,300.8241,300.8605,300.93,897.0,75829.0
2020-05-05 19:07:00,301.0,300.865,300.93,300.99,749.0,80568.0
2020-05-05 19:08:00,300.99,300.73,300.985,300.89,713.0,76294.0
2020-05-05 19:09:00,300.94,300.8,300.8982,300.915,600.0,53392.0
2020-05-05 19:10:00,300.96,300.8745,300.92,300.92,566.0,46944.0
2020-05-05 19:11:00,300.9399,300.76,300.905,300.81,607.0,50952.0
2020-05-05 19:12:00,300.98,300.8,300.82,300.9697,599.0,48140.0
2020-05-05 19:13:00,300.98,300.83,300.95,300.9363,570.0,58468.0
2020-05-05 19:14:00,300.97,291.0428,300.94,300.9589,561.0,61953.0
2020-05-05 19:15:00,301.0,300.78,300.9682,300.82,1791.0,169240.0
2020-05-05 19:16:00,300.87,300.41,300.8155,300.55,1331.0,140138.0
2020-05-05 19:17:00,300.58,300.07,300.5401,300.2,1350.0,158623.0
2020-05-05 19:18:00,300.228,299.77,300.2009,299.7823,1772.0,160002.0
2020-05-05 19:19:00,299.95,299.68,299.78,299.81,1233.0,113669.0
2020-05-05 19:20:00,299.9,299.66,299.81,299.71,1100.0,89131.0
2020-05-05 19:21:00,300.0657,299.63,299.705,299.9,983.0,126529.0
2020-05-05 19:22:00,299.97,299.34,299.895,299.43,1511.0,157092.0
2020-05-05 19:23:00,299.79,299.43,299.4599,299.5718,1249.0,163078.0
2020-05-05 19:24:00,299.92,299.57,299.576,299.7918,1041.0,95062.0
2020-05-05 19:25:00,300.09,299.698,299.7909,300.0396,1394.0,167339.0
2020-05-05 19:26:00,300.3984,299.8176,300.0309,300.3818,1396.0,171253.0
2020-05-05 19:27:00,300.55,300.2048,300.4,300.29,1272.0,134264.0
2020-05-05 19:28:00,300.3,299.86,300.29,299.9012,1437.0,122614.0
2020-05-05 19:29:00,300.0873,299.11,299.9,299.3,2214.0,217517.0
2020-05-05 19:30:00,299.3899,298.71,299.3,298.89,2343.0,245789.0
2020-05-05 19:31:00,298.89,298.5,298.88,298.645,2141.0,227658.0
2020-05-05 19:32:00,299.21,298.65,298.67,299.16,1748.0,181842.0
2020-05-05 19:33:00,299.28,299.05,299.13,299.16,1028.0,92260.0
2020-05-05 19:34:00,299.16,298.295,299.1588,298.36,1628.0,161311.0
2020-05-05 19:35:00,298.5961,297.76,298.3885,298.17,2345.0,233815.0
2020-05-05 19:36:00,298.2,297.58,298.17,297.9311,1644.0,168959.0
2020-05-05 19:37:00,298.36,297.72,297.945,298.26,1440.0,142885.0
2020-05-05 19:38:00,298.38,297.17,298.24,297.28,1939.0,185081.0
2020-05-05 19:39:00,297.49,297.11,297.25,297.36,1574.0,180217.0
2020-05-05 19:40:00,297.7,297.29,297.37,297.44,1280.0,123252.0
2020-05-05 19:41:00,297.95,297.221,297.44,297.87,1566.0,154083.0
2020-05-05 19:42:00,297.95,297.3707,297.89,297.565,1413.0,151502.0
2020-05-05 19:43:00,297.64,297.04,297.57,297.33,1500.0,150871.0
2020-05-05 19:44:00,297.99,297.2518,297.36,297.93,1344.0,127321.0
2020-05-05 19:45:00,298.2,297.9,297.9383,298.0682,1268.0,145313.0
2020-05-05 19:46:00,298.12,297.6859,298.05,298.01,1226.0,105623.0
2020-05-05 19:47:00,298.08,297.42,298.01,297.78,1553.0,153977.0
2020-05-05 19:48:00,297.95,297.61,297.73,297.89,1146.0,113528.0
2020-05-05 19:49:00,297.9,297.515,297.8918,297.66,1010.0,87970.0
2020-05-05 19:50:00,297.87,297.5,297.665,297.76,1260.0,136669.0
2020-05-05 19:51:00,298.5,297.7671,297.79,298.41,2597.0,241234.0
2020-05-05 19:52:00,298.77,297.9012,298.4299,298.7382,1564.0,145020.0
2020-05-05 19:53:00,298.9367,298.64,298.72,298.8888,1427.0,138613.0
2020-05-05 19:54:00,298.95,298.3438,298.9,298.74,1412.0,153265.0
2020-05-05 19:55:00,299.0,298.3962,298.747,298.75,2003.0,249560.0
2020-05-05 19:56:00,298.73,298.15,298.73,298.5,2541.0,207257.0
2020-05-05 19:57:00,298.495,297.71,298.49,297.9,2220.0,173279.0
2020-05-05 19:58:00,298.0,297.68,297.9,297.7,2243.0,194269.0
2020-05-05 19:59:00,297.89,297.35,297.7,297.83,2893.0,294453.0
2020-05-05 20:00:00,298.21,297.31,297.83,297.77,3657.0,368730.0
